index	url	date	headline	body	source
10	https://www.scmp.com/news/hong-kong/law-and-crime/article/3076411/petrol-bomb-attack-hong-kong-police-married-quarters	2020-03-23	Petrol bomb attack at Hong Kong police married quarters		SCMP
11	https://www.scmp.com/news/hong-kong/politics/article/3076288/tear-gas-ends-hong-kong-rally-marking-eight-months-yuen	2020-03-23	Tear gas fired as Hong Kong rally marking eight months since Yuen Long attacks leads to protesters blocking streets, starting fire	A demonstration by more than 100 people on Saturday to mark eight months since the mob beatings in Hong Kong’s Yuen Long district led to protesters blocking roads and starting a small fire, as police fired tear gas to disperse the crowd. The rally centred on the events of July 21 last year, when a group of white-clad men wielding metal rods and wooden poles attacked protesters and commuters indiscriminately at the district’s MTR station and on a train, injuring 45. Police were accused of arriving late to the scene, while the force said manpower had been tied down dealing with violent protests in the city centre. On Saturday, demonstrators started a fire on Tai Tong Road and blocked some lanes in the district, prompting officers to rush to the area soon before 9pm to disperse the crowd. Members of police’s Special Tactical Squad, known as Raptors, subdued at least two people.   Protesters initially planned to march on Castle Peak Road in Yuen Long and stage a silent evening sit-in at three rail stations: Causeway Bay, Chai Wan and Heng Fa Chuen.  More than 100 people showed up in Yuen Long shouting slogans such as “liberate Hong Kong, revolution of our time!”, “Hong Kong independence is the only way out” and “five demands, not one less” at about 7pm. The scene had been largely calm early on despite the heavy presence of police officers in Yuen Long and Causeway Bay. Police intercepted some people dressed in black and performed body searches. On Saturday, the MTR Corporation kept Yuen Long station open on the 21st of a month for the first time since August, though it closed some exits at 4pm.  By January, a total of 37 people – some with links to triads – had been arrested over the Yuen Long attacks, seven of whom were charged with rioting.  Police have said they are continuing to collect evidence. Hong Kong protest marking 3 months since Yuen Long attack descends into chaos Hong Kong protest marking 3 months since Yuen Long attack descends into chaos Among those arrested on Saturday evening was Yuen Long district council chairman Zachary Wong Wai-yin. A joint statement from chairmen at 17 different councils said: “We ... condemn police for using excessive force and abusing arrest proceedings, hurting Hongkongers' freedom.” By the early hours of Sunday, clashes were still ongoing between protesters and riot police in Yuen Long, with pepper spray deployed by officers to disperse crowds as angry onlookers hurled verbal abuse. Purchase the China AI Report 2020 brought to you by SCMP Research and enjoy a 20% discount (original price US$400). This 60-page all new intelligence report gives you first-hand insights and analysis into the latest industry developments and intelligence about China AI. Get exclusive access to our webinars for continuous learning, and interact with China AI executives in live Q&A. Offer valid until 31 March 2020. Purchase the China AI Report 2020 brought to you by SCMP Research and enjoy a 20% discount (original price US$400). This 60-page all new intelligence report gives you first-hand insights and analysis into the latest industry developments and intelligence about China AI. Get exclusive access to our webinars for continuous learning, and interact with China AI executives in live Q&A. Offer valid until 31 March 2020. Purchase the China AI Report 2020 brought to you by SCMP Research and enjoy a 20% discount (original price US$400). This 60-page all new intelligence report gives you first-hand insights and analysis into the latest industry developments and intelligence about China AI. Get exclusive access to our webinars for continuous learning, and interact with China AI executives in live Q&A. Offer valid until 31 March 2020. Purchase the China AI Report 2020 	SCMP
12	https://www.scmp.com/news/hong-kong/politics/article/3076269/some-complaints-against-hong-kong-police-substantiated	2020-03-23	Some complaints against Hong Kong police ‘substantiated’ following internal probe of protest conduct, chief says	Hong Kong’s police chief has revealed that some complaints against officers over the months-long anti-government protests have been substantiated internally and referred to the force’s watchdog for review. On Saturday, Commissioner of Police Chris Tang Ping-keung said on a television programme that a number of cases were classified as “substantiated” after investigations by the Complaints Against Police Office, the force’s internal unit. “Some are substantiated, and some are unsubstantiated. Some are [classified as] ‘no fault’ and some are untraceable,” he said, adding that he could not go into the distribution of cases as they had been handed over to the Independent Police Complaints Council (IPCC). At the centre of the storm was police’s use of force in the handling of protests, but the government has repeatedly rejected calls to set up an independent committee to look into incidents and quell public anger. More than 5,100 Hongkongers have filed complaints involving some 1,600 cases to police since the social unrest, sparked by the now-withdrawn extradition bill, erupted last June.  Tang said many complainants referred to the same incidents, and most were people who were angered after watching online videos, instead of ones directly affected by police action. The police chief previously said 21 officers had been reprimanded after the force launched its own investigation into alleged misconduct. Among those was an officer who , another who shot a sponge grenade at a reporter, and two incidents in which journalists’ identity cards were held in front of a live camera.  held in front of a live camera  Lawmaker Ted Hui Chi-fung was among the complainants, and accused an officer of deliberately removing his eye shields before pepper spraying him in Causeway Bay on January 1.  “Tang said 21 officers were reprimanded. That’s impossible that only 21 were involved in misconduct over the past months. No one believes it,” Hui, of the Democratic Party, said on Saturday. He said he was asked to testify only recently and had yet to hear updates from police. Hui went on to question police transparency, and said he had no confidence in the IPCC, as it had no investigative powers to subpoena documents and summon witnesses. More than 7,000 Hongkongers have been arrested in connection with the unrest, with clashes between protesters and police often turning violent. Radical demonstrators hurled petrol bombs and bricks at officers, while the force has fired more than 16,000 rounds of tear gas and 10,000 rubber bullets. Purchase the China AI Report 2020 brought to you by SCMP Research and enjoy a 20% discount (original price US$400). This 60-page all new intelligence report gives you first-hand insights and analysis into the latest industry developments and intelligence about China AI. Get exclusive access to our webinars for continuous learning, and interact with China AI executives in live Q&A. Offer valid until 31 March 2020. Purchase the China AI Report 2020 brought to you by SCMP Research and enjoy a 20% discount (original price US$400). This 60-page all new intelligence report gives you first-hand insights and analysis into the latest industry developments and intelligence about China AI. Get exclusive access to our webinars for continuous learning, and interact with China AI executives in live Q&A. Offer valid until 31 March 2020. Purchase the China AI Report 2020 brought to you by SCMP Research and enjoy a 20% discount (original price US$400). This 60-page all new intelligence report gives you first-hand insights and analysis into the latest industry developments and intelligence about China AI. Get exclusive access to our webinars for continuous learning, and interact with China AI executives in live Q&A. Offer valid until 31 March 2020. Purchase the China AI Report 2020 	SCMP
13	https://www.scmp.com/news/hong-kong/law-and-crime/article/3076129/hong-kong-protests-prosecutors-abandon-box-cutter	2020-03-20	Hong Kong protests: prosecutors abandon box cutter charge, after conceding no way to prove arrestee intended violence	Hong Kong prosecutors on Friday dropped charges against a student found in possession of a box cutter while on his way to a protest two months ago, citing insufficient evidence. Fanling Court heard that Go Nim-chung, 20, had intended to go to the border town of Sheung Shui on January 5 to take part in an authorised rally against mainland Chinese shoppers and parallel traders. But he was intercepted by police officers outside Fanling MTR Station, about 2km from Sheung Shui, and subsequently arrested for possessing the cutter. The border town of Sheung Shui played host to a rally against mainland Chinese parallel traders on January 5. Police ended up arresting about 50 after the march deviated from its authorised route. SCMP: Sam Tsang The border town of Sheung Shui played host to a rally against mainland Chinese parallel traders on January 5. Police ended up arresting about 50 after the march deviated from its authorised route. SCMP: Sam Tsang Senior court prosecutor Alan Yau Sik-lun told the court on Friday the prosecution had little chance of securing conviction because they could not prove the defendant had intended to wound others at the rally. The prosecution initially insisted Go had been considered suspicious as he was wearing a black jacket, the same colour typically worn by anti-government protesters, and picked up his walking speed after noticing he was being tailed by police.  Defence counsel Vivian Wong Ying-kei disputed that interpretation, saying her client might simply have been in a hurry. Police arrest nearly 50 accused of deviating from protest route 5 Jan 2020 Police arrest nearly 50 accused of deviating from protest route 5 Jan 2020 While not offering an explanation for why Go was carrying the box cutter, Wong said the device could just as easily have been intended for cutting paper and that its presence did not constitute proof he planned to hurt people. “It was the prosecution’s wishful thinking to believe they could secure a conviction with the seizure of a box cutter,” Wong said.  Acting principal magistrate Don So Man-lung granted legal costs of HK$27,000 (US$3,500) to the defendant after hearing counsel’ submissions.  The January march in Sheung Shui resulted in about 50 arrests. Three other arrestees were previously charged with either possessing weapons or disorderly behaviour in a public place. Purchase the China AI Report 2020 brought to you by SCMP Research and enjoy a 20% discount (original price US$400). This 60-page all new intelligence report gives you first-hand insights and analysis into the latest industry developments and intelligence about China AI. Get exclusive access to our webinars for continuous learning, and interact with China AI executives in live Q&A. Offer valid until 31 March 2020. Purchase the China AI Report 2020 brought to you by SCMP Research and enjoy a 20% discount (original price US$400). This 60-page all new intelligence report gives you first-hand insights and analysis into the latest industry developments and intelligence about China AI. Get exclusive access to our webinars for continuous learning, and interact with China AI executives in live Q&A. Offer valid until 31 March 2020. Purchase the China AI Report 2020 brought to you by SCMP Research and enjoy a 20% discount (original price US$400). This 60-page all new intelligence report gives you first-hand insights and analysis into the latest industry developments and intelligence about China AI. Get exclusive access to our webinars for continuous learning, and interact with China AI executives in live Q&A. Offer valid until 31 March 2020. Purchase the China AI Report 2020 	SCMP
14	https://www.scmp.com/news/hong-kong/law-and-crime/article/3075825/hong-kong-court-orders-mtr-corp-disclose-student	2020-03-19	Hong Kong court orders MTR Corp to disclose to student leader security footage from stations over August 31 police operation		SCMP
15	https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3075625/hong-kong-loses-ranking-worlds-freest-economy-due	2020-03-17	Hong Kong loses ranking as world’s freest economy due to months of unrest		SCMP
16	https://www.scmp.com/news/hong-kong/law-and-crime/article/3075425/first-aid-volunteer-arrested-anti-government-protest	2020-03-16	First aid volunteer arrested at Hong Kong anti-government protest pleads guilty to using walkie-talkie without a licence		SCMP
17	https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3075373/hong-kong-disneyland-resort-records-hk105-million	2020-03-16	Hong Kong Disneyland Resort losses double to HK$105 million as decline attributed to anti-government protests		SCMP
18	https://www.scmp.com/news/hong-kong/politics/article/3075258/police-bill-about-hk95-million-water-barriers-security	2020-03-15	Police bill of about HK$95 million for water barriers, security props ‘split among 22 Hong Kong government agencies and not identified in budget’		SCMP
19	https://www.scmp.com/news/article/3075236/senior-adviser-beijing-lashes-out-insufficient-hong-kong-leadership-and-warns	2020-03-15	Senior adviser to Beijing lashes out at ‘insufficient’ Hong Kong leadership and warns shake-up may be coming		SCMP
20	https://www.scmp.com/news/hong-kong/health-environment/article/3075209/you-may-have-heard-hong-kongs-leading-charity-po	2020-03-14	You may have heard of Hong Kong’s leading charity Po Leung Kuk, but do you know what they actually do? If not, chairman Ma Ching-nam is hoping to change that		SCMP
21	https://www.scmp.com/news/hong-kong/law-and-crime/article/3075172/year-living-dangerously-hong-kong-bombing-campaign	2020-03-14	Year of living dangerously: Hong Kong bombing campaign ‘almost unprecedented’, says police explosives unit	Hong Kong police handled nearly 190 explosives cases in 2019 – 60 per cent more than the year before – amid what they called an “almost unprecedented” bombing campaign. The city’s Explosive Ordnance Disposal Bureau revealed the latest figures on Friday while showing just how much damage some of the explosives they have seized can cause. “We’ve been dealing over the last few months with an ongoing bombing campaign [that is] almost unprecedented in Hong Kong,” senior bomb disposal officer Alick McWhirter said. According to McWhirter, the force dealt with 187 explosives cases in 2019, up from 116 the year before. Hong Kong police say they are dealing with “almost unprecedented” number of bomb attempts Hong Kong police say they are dealing with “almost unprecedented” number of bomb attempts The bulk of those, 162, came between June and January during a period of often violent social unrest that evolved from protests over the now-scrapped extradition bill. The same eight-month period also saw 52 bomb hoax reports. More recent bomb plots, police said, came as residents protested the Hong Kong government’s response to containing the coronavirus outbreak.  In early March, authorities seized more than two tonnes of explosives and chemicals and arrested 17 people, accusing the group of plotting attacks against police officers. Suspects planned to attack police by rigging mock shrine with explosives 11 Mar 2020 Suspects planned to attack police by rigging mock shrine with explosives 11 Mar 2020 While today’s devices are increasingly more sophisticated, the city’s most devastating bombing campaign remains the 1967 riots, which saw police deal with more than 1,100 bombs and countless hoax devices amid violence that left 51 civilians and officers dead. In Friday’s demonstration, two separate doses of RDX, a popular bomb-making compound, ripped through furniture and tore a dummy into shreds, blowing out the windows of 150-square-foot rooms.  It did not involve material seized from suspects, but were fashioned to recreate the sense of impact, Chin Chiu Suryanto, an officer in the bureau, said.  “It’s similar to threats in other countries,” he added. Materials for making home-made explosives that have been seized in the past year include triacetone peroxide, a highly unstable substance often referred to as TATP, that can be got hold of in Hong Kong “with difficulty”, according to McWhirter. The white crystalline powder is the same material used in suicide bombing attacks in Manchester in 2017 and Brussels in 2016. The﻿Post reported earlier this week that Hong Kong police could potentially invoke international anti-terrorism legislation in a bid to have local bomb-makers designated as terrorists, which would make them eligible for potential life sentences. Post “Anytime we go somewhere, it’s a surprise to us,” McWhirter, who has been with the disposal team since 1996, said of the calls his unit is sent on. “Certainly [the attacks are] starting to bear all the hallmarks of home-grown terrorism.” 	SCMP
