index	url	date	headline	body	source
10	https://www.scmp.com/news/world/united-states-canada/article/3047618/orwell-would-be-proud-us-defence-chief-says-china	2020-02-17	‘Orwell would be proud’: US defence chief says China is a ‘21st century surveillance state’ that represses Muslim minorities		SCMP
11	https://www.scmp.com/news/asia/southeast-asia/article/3047607/singapore-pm-one-country-two-systems-may-not-last-unless	2020-01-24	Singapore PM: ‘one country, two systems’ may not last unless Hong Kong’s housing crisis is fixed		SCMP
12	https://www.scmp.com/news/hong-kong/politics/article/3047601/hong-kong-police-arrest-four-supporting-role-alleged-plot	2020-01-24	Hong Kong police arrest four for ‘supporting role’ in alleged plot to build remote-controlled bomb	Four people have been arrested in Hong Kong for their supporting role in an alleged plot to build a remote-controlled bomb in Tuen Mun last month, police said. The suspects, three men and a woman, aged 25 to 73, were arrested in police raids in Jordan, Kwun Tong and Diamond Hill on Friday. Investigators said the alleged plotters planned to manufacture explosives and intended to “create chaos and injure people” during public assemblies over the new year. Officers in December charged a male school laboratory assistant, an electrical technician, and an unemployed man with allegedly manufacturing a radio-controlled explosive. A housewife and a programmer were among the four arrested on Friday. A gym coach and a retiree were the other two. They were arrested for conspiracy to manufacture explosives and conspiracy to wound with intent.  Officers said they played a supporting role in the group, including instructing members on how to make materials or to provide financial resources. A flare gun, three pistols for firing blanks and a bow were seized at a flat in Jordan, while a samurai sword, an axe and metal balls were found in a Kwun Tong industrial building.  The four are also accused of possessing imitation firearms, possessing ammunition without a licence, and possession of an offensive weapon. Hong Kong man charged with possession of arms, ammunition after Friday raid 18 Jan 2020 Hong Kong man charged with possession of arms, ammunition after Friday raid 18 Jan 2020   Pressed on the exact link with the previous group since no explosives were found on Friday, Lo said: “We don’t have an answer on which assemblies they were going to use the weapon, but this is one of the directions we will look into.” Lo said he could not give a “definite answer” on the public rallies the four intended to target, but “we know that is what they intended to do”. The maximum penalty for those convicted of wounding with intent is life imprisonment, while manufacturing explosives is punishable by 14 years in jail. The three men arrested in December were denied bail by Tuen Mun Court on December 16. Police said they were allegedly testing explosives to be used at mass protests. The bomb could be set off from up to 50 metres away, prosecutors said. 	SCMP
13	https://www.scmp.com/news/hong-kong/politics/article/3047593/hong-kong-fashion-designer-gets-year-jail-carrying-petrol	2020-01-24	Hong Kong fashion designer gets year in jail for carrying petrol bombs in backpack at anti-mask law protest		SCMP
14	https://www.scmp.com/news/hong-kong/law-and-crime/article/3047444/ousted-incumbents-hong-kong-district-council-polls	2020-01-24	Ousted incumbents in Hong Kong district council polls cite smears, bogus claims in petitioning court to overturn results		SCMP
15	https://www.scmp.com/news/hong-kong/transport/article/3047396/hong-kongs-rail-operator-mtr-corporation-continues-suffer	2020-01-23	Hong Kong’s rail operator MTR Corporation continues to suffer from dip in passenger numbers		SCMP
16	https://www.scmp.com/news/hong-kong/law-and-crime/article/3047377/hong-kong-lawmaker-files-case-against-officer-who-shot	2020-01-23	Hong Kong lawmaker files case against officer who shot protester in rare example of private prosecution		SCMP
17	https://www.scmp.com/news/hong-kong/politics/article/3047375/hong-kong-protests-ban-rally-marking-fourth-anniversary	2020-01-23	Hong Kong protests: ban on rally marking fourth anniversary of Mong Kok riot upheld after police express fear radicals would hijack event		SCMP
18	https://www.scmp.com/news/hong-kong/education/article/3047246/hong-kong-education-bureau-finds-protest-related	2020-01-23	Hong Kong Education Bureau finds protest-related breaches by teachers in 60 per cent of complaints		SCMP
19	https://www.scmp.com/news/hong-kong/politics/article/3047257/hong-kong-leader-carrie-lam-reveals-she-facing-lot-pressure	2020-01-23	Hong Kong leader Carrie Lam reveals she is ‘facing a lot of pressure’ to rein in journalists as protests rock city		SCMP
20	https://www.scmp.com/news/hong-kong/politics/article/3047251/hong-kong-police-chief-tangles-opposition-councillors	2020-01-23	Hong Kong police chief tangles with opposition councillors for second time in week over force’s handling of protests		SCMP
21	https://www.scmp.com/news/hong-kong/politics/article/3047178/hong-kong-leader-carrie-lam-hails-president-xi-jinpings	2020-01-22	Hong Kong leader Carrie Lam hails President Xi Jinping’s support for city as she rejects suggestions Beijing is exploiting the anti-government protests		SCMP
22	https://www.scmp.com/news/hong-kong/politics/article/3047098/hong-kong-protests-unfair-burden-independent-police	2020-01-22	Hong Kong protests: ‘unfair’ to burden Independent Police Complaints Council with unrest probe without powers, its former chief says		SCMP
23	https://www.scmp.com/news/hong-kong/law-and-crime/article/3047073/police-officers-received-verbal-warnings-holding	2020-01-22	Police officers ‘received verbal warnings’ for holding reporters’ identity cards in front of live-streaming cameras during Hong Kong protests		SCMP
24	https://www.scmp.com/news/hong-kong/society/article/3047076/pla-urges-hongkongers-treasure-their-home-lunar-new-year	2020-01-22	PLA urges Hongkongers to ‘treasure their home’ in Lunar New Year message as military pays tribute to city’s police and Carrie Lam		SCMP
